Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
37,1097,COL,,Marc Mumper,SS,19,/,"HS
                    
                    
                    Mountain Vista HS (CO)","$100,000",Unsigned,
37,1098,TEX,,Billy Layne Jr.,P,18,/,"HS
                    
                    
                    Old Bridge HS (NJ)","$100,000",Unsigned,
37,1099,HOU,,Luken Baker,1B,18,/,"HS
                    
                    
                    Oak Ridge HS (TX)","$100,000",Unsigned,
37,1100,MIN,,Jake Irvin,SP,18,R / R,"HS
                    
                    
                    Thomas Jefferson HS (MN)","$100,000",Unsigned,
37,1101,BOS,,Adam Lau,RP,21,/,"CO
                    
                    
                    Alabama-Birmingham","$100,000",-,"$100,000"
37,1102,CHW,,Garvin Alston,P,18,/,"HS
                    
                    
                    Mountain Pointe HS (AZ)","$100,000",Unsigned,
37,1103,CHC,,Donnie Cimino,OF,21,/,"CO
                    
                    
                    Wesleyan (CT)","$100,000",-,"$100,000"
37,1104,PHI,,Malcolm Grady,RP,18,/,"HS
                    
                    
                    Homewood-Flossmoor HS (IL)","$100,000",Unsigned,
37,1105,CIN,,Riley Thompson,P,19,/,"HS
                    
                    
                    Christian Academy of Louisville (KY...","$100,000",Unsigned,
37,1106,MIA,,Ruben Cardenas,OF,17,/,"HS
                    
                    
                    Bishop Alemany HS (CA)","$100,000",Unsigned,
37,1107,SD,,Blake Rogers,RP,21,/,"CO
                    
                    
                    Oklahoma","$100,000",-,"$100,000"
37,1108,TB,,Kewby Meyer,1B,22,/,"CO
                    
                    
                    Nevada-Reno","$100,000",-,"$100,000"
37,1109,NYM,,Geoff Hartlieb,P,21,R / R,"CO
                    
                    
                    Lindenwood (MO)","$100,000",Unsigned,
37,1110,ATL,,Jackson Webb,3B,18,/,"HS
                    
                    
                    Johnson Ferry Christian Academy (GA...","$100,000",Unsigned,
37,1111,MIL,,Brandon Gonzalez,OF,19,/,"JC
                    
                    
                    Cypress JC (CA)","$100,000",-,"$100,000"
37,1112,TOR,,Randy Labaut,P,18,/,"HS
                    
                    
                    Downey HS (CA)","$100,000",Unsigned,
37,1113,NYY,,Matt Schmidt,1B,18,/,"HS
                    
                    
                    Regis Jesuit HS (CO)","$100,000",-,"$100,000"
37,1114,CLE,,Lucas Humpal,P,21,/,"CO
                    
                    
                    Texas State","$100,000",Unsigned,
37,1115,SEA,,Colton Sakamoto,OF,18,/,"HS
                    
                    
                    Westview HS (OR)","$100,000",Unsigned,
37,1116,SF,,Mark Weist,3B,22,/,"CO
                    
                    
                    Michigan State","$100,000",-,"$100,000"
37,1117,PIT,,Eli White,OF,21,R / R,"CO
                    
                    
                    Clemson (SC)","$100,000",Unsigned,
37,1118,OAK,,Andy Cox,P,21,/,"CO
                    
                    
                    Tennessee","$100,000",Unsigned,
37,1119,KC,,Jacob Ruder,RP,18,/,"HS
                    
                    
                    Nixa HS (MO)","$100,000",Unsigned,
37,1120,DET,,Andrew Naderer,SP,21,/,"CO
                    
                    
                    Grand Canyon","$100,000",Unsigned,
37,1121,STL,,Stephen Zavala,C,22,/,"CO
                    
                    
                    Whittier (CA)","$100,000",-,"$100,000"
37,1122,LAD,,Casey Mulholland,P,23,/,"CO
                    
                    
                    South Florida","$100,000",-,"$100,000"
37,1123,BAL,,Jake Pries,OF,18,/,"CO
                    
                    
                    California-Los Angeles","$100,000",Unsigned,
37,1124,WSH,,Steven DiPuglia,SS,18,/,"HS
                    
                    
                    Cooper City HS (FL)","$100,000",Unsigned,
37,1125,LAA,,Josh Delph,OF,22,/,"CO
                    
                    
                    Florida State","$100,000",-,"$100,000"
38,1126,ARI,,Josh Anderson,3B,22,/,"CO
                    
                    
                    Florida International","$100,000",-,"$100,000"
38,1127,COL,,Jake Singer,2B,18,/,"HS
                    
                    
                    Torrey Pines HS (CA)","$100,000",Unsigned,
38,1128,TEX,,Dean Long,3B,22,/,"CO
                    
                    
                    Emporia State","$100,000",-,"$100,000"
38,1129,TB,,J.J. Schwarz,C,19,/,"CO
                    
                    
                    Florida","$100,000",Unsigned,
38,1130,MIN,,Alex McKenna,OF,17,/,"HS
                    
                    
                    Bishop Alemany HS (CA)","$100,000",Unsigned,
38,1131,BOS,,CJ Ballard,OF,18,/,"HS
                    
                    
                    Pike County HS (GA)","$100,000",Unsigned,
38,1132,CHW,,Cody Staab,OF,19,/,"HS
                    
                    
                    College Station HS (TX)","$100,000",Unsigned,
38,1133,CHC,,Rayne Supple,P,17,/,"HS
                    
                    
                    Champlain Valley Union HS (VT)","$100,000",Unsigned,
38,1134,PHI,,Beau Brundage,OF,18,/,"HS
                    
                    
                    Mill Creek HS (GA)","$100,000",Unsigned,
38,1135,CIN,,Matt Kroon,3B,18,/,"HS
                    
                    
                    Horizon HS (AZ)","$100,000",Unsigned,
38,1136,MIA,,C.J. Newsome,OF,18,/,"HS
                    
                    
                    Columbia HS (MS)","$100,000",Unsigned,
38,1137,SD,,Dean Kremer,SP,19,R / R,"JC
                    
                    
                    San Joaquin Delta JC (CA)","$100,000",Unsigned,
38,1138,TB,,Steven Sensley,RF,19,/,Louisiana State-Eunice,"$100,000",Unsigned,
38,1139,NYM,,Jacob Wyrick,P,19,/,"JC
                    
                    
                    Cleveland State JC (TN)","$100,000",Unsigned,
38,1140,ATL,,Liam Scafariello,1B,18,/,"HS
                    
                    
                    Southington HS (CT)","$100,000",Unsigned,
38,1141,MIL,,Scott Grist,P,23,/,"CO
                    
                    
                    Texas State","$100,000",-,"$100,000"
38,1142,TOR,,Josh Reavis,C,23,/,"CO
                    
                    
                    Radford","$100,000",-,"$100,000"
38,1143,NYY,,Mike Garzillo,2B,21,/,"CO
                    
                    
                    Lehigh (PA)","$100,000",Unsigned,
38,1144,CLE,,Braden Webb,P,20,/,"CO
                    
                    
                    South Carolina","$100,000",Unsigned,
38,1145,SEA,,Dalton Kelly,1B,20,/,"CO
                    
                    
                    California-Santa Barbara","$100,000",-,
38,1146,SF,,Nate Pecota,OF,18,/,"HS
                    
                    
                    Blue Springs South HS (MO)","$100,000",Unsigned,
38,1147,PIT,,Conor Costello,P,22,/,"CO
                    
                    
                    Oklahoma State","$100,000",Unsigned,
38,1148,OAK,,Chris Cullen,C,18,/,"HS
                    
                    
                    West Forsyth HS (GA)","$100,000",Unsigned,
38,1149,KC,,Dylan Horne,RP,19,/,"JC
                    
                    
                    Walters State JC (TN)","$100,000",Unsigned,
38,1150,DET,,Bryant Harris,OF,18,/,"HS
                    
                    
                    Luella HS (GA)","$100,000",Unsigned,
38,1151,STL,,Orlando Olivera,OF,24,/,"CO
                    
                    
                    Missouri Baptist","$100,000",-,"$100,000"
38,1152,LAD,,Edwin Drexler,OF,23,/,"CO
                    
                    
                    Grambling State","$100,000",-,"$100,000"
38,1153,BAL,,Jack Graham,2B,22,/,"CO
                    
                    
                    Slippery Rock (PA)","$100,000",-,"$100,000"
38,1154,WSH,,Matt Morales,SS,18,/,"HS
                    
                    
                    Wellington HS (FL)","$100,000",Unsigned,
38,1155,LAA,,Jonah Dipoto,P,18,/,"HS
                    
                    
                    Newport Harbor HS (CA)","$100,000",Unsigned,
39,1156,ARI,,Gregorie Salem,OF,21,/,"CO
                    
                    
                    Alabama","$100,000",Unsigned,
39,1157,COL,,Brent Schwarz,P,18,/,"HS
                    
                    
                    Regis Jesuit HS (CO)","$100,000",Unsigned,
39,1158,TEX,,Shea Murray,P,21,/,"CO
                    
                    
                    Ohio State","$100,000",Unsigned,
39,1159,HOU,,Alex Vargas,RP,21,/,"JC
                    
                    
                    Monroe JC (NY)","$100,000",Unsigned,
39,1160,MIN,,Daniel Tillo,P,19,L / L,"HS
                    
                    
                    Sioux City North HS (IA)","$100,000",Unsigned,
39,1161,BOS,,Daniel Reyes,OF,18,/,"HS
                    
                    
                    Mater Academy Charter HS (FL)","$100,000",Unsigned,
39,1162,CHW,,Jalin McMillan,3B,18,/,"HS
                    
                    
                    Simeon HS (IL)","$100,000",Unsigned,
39,1163,CHC,,John Kilichowski,P,21,/,"CO
                    
                    
                    Vanderbilt (TN)","$100,000",Unsigned,
39,1164,PHI,,Griffin Morandini,OF,18,/,"HS
                    
                    
                    Garnet Valley HS (PA)","$100,000",Unsigned,
39,1165,CIN,,Kevin Santiago,SS,17,/,"HS
                    
                    
                    Rafaelina E. Lebron Flores HS (PR)","$100,000",Unsigned,
39,1166,MIA,,Caden Goldby,3B,17,/,"HS
                    
                    
                    Yuba City HS (CA)","$100,000",Unsigned,
39,1167,SD,,Adam Hill,P,18,/,"HS
                    
                    
                    Hanna HS (SC)","$100,000",Unsigned,
39,1168,TB,,Tyler Rand,OF,19,/,"HS
                    
                    
                    Langham Creek HS (TX)","$100,000",Unsigned,
39,1169,NYM,,Chad Luensmann,P,18,/,"HS
                    
                    
                    Bellwood-Antis HS (PA)","$100,000",Unsigned,
39,1170,ATL,,Jeremy Pena,SS,17,R / R,"HS
                    
                    
                    Classical HS (RI)","$100,000",Unsigned,
39,1171,MIL,,Nolan Kingham,P,18,/,"HS
                    
                    
                    Desert Oasis HS (NV)","$100,000",Unsigned,
39,1172,TOR,,Mattingly Romanin,3B,22,/,"CO
                    
                    
                    Chicago State","$100,000",-,"$100,000"
39,1173,NYY,,Deacon Liput,2B,19,/,"HS
                    
                    
                    Oviedo HS (FL)","$100,000",Unsigned,
39,1174,CLE,,Tristin English,1B,18,R / R,"HS
                    
                    
                    Pike County HS (GA)","$100,000",Unsigned,
39,1175,SEA,,Dante Ricciardi,SS,18,/,"HS
                    
                    
                    Worcester Academy (MA)","$100,000",Unsigned,
39,1176,SF,,Hunter Bowling,P,18,/,"HS
                    
                    
                    American Heritage HS (FL)","$100,000",Unsigned,
39,1177,PIT,,Tate Scioneaux,RP,22,/,"CO
                    
                    
                    Southeastern Louisiana","$100,000",-,"$100,000"
39,1178,OAK,,Greg Fettes,C,22,/,"CO
                    
                    
                    Kentucky","$100,000",-,"$100,000"
39,1179,KC,,Billy Endris,OF,21,/,"CO
                    
                    
                    Florida Atlantic","$100,000",Unsigned,
39,1180,DET,,Travis Howard,P,18,/,"HS
                    
                    
                    Marana HS (AZ)","$100,000",Unsigned,
39,1181,STL,,R.J. Dennard,1B,22,/,"CO
                    
                    
                    Armstrong State (GA)","$100,000",-,"$100,000"
39,1182,LAD,,Chris Powell,P,22,/,"CO
                    
                    
                    California State Poly-Pomona","$100,000",-,"$100,000"
39,1183,BAL,,Frank Crinella,3B,21,/,"CO
                    
                    
                    Merrimack","$100,000",-,"$100,000"
39,1184,WSH,,Jake Jefferies,2B,21,/,"CO
                    
                    
                    California State-Fullerton","$100,000",-,"$100,000"
39,1185,LAA,,Jared Walsh,RF,21,L / L,"CO
                    
                    
                    Georgia","$100,000","$3,000","$97,000"
40,1186,ARI,,Tucker Ward,RP,23,/,"CO
                    
                    
                    Mobile (AL)","$100,000",-,"$100,000"
40,1187,COL,,Alex Carter,1B,23,/,"CO
                    
                    
                    Georgetown (DC)","$100,000",Unsigned,
40,1188,TEX,,London Lindley,OF,22,/,"JC
                    
                    
                    Georgia Perimeter JC","$100,000",-,"$100,000"
40,1189,HOU,,Steve Naemark,P,25,/,"CO
                    
                    
                    Angelo State (TX)","$100,000",-,"$100,000"
40,1190,MIN,,Max Cordy,RP,22,/,"CO
                    
                    
                    California-Davis","$100,000",-,"$100,000"
40,1191,BOS,,D.J. Artis,OF,18,/,"HS
                    
                    
                    Southeast Guilford HS (NC)","$100,000",Unsigned,
40,1192,CHW,,Joseph Reinsdorf,2B,18,/,"HS
                    
                    
                    New Trier HS (IL)","$100,000",Unsigned,
40,1193,CHC,,Domenic DeRenzo,C,18,/,"HS
                    
                    
                    Central Catholic HS (PA)","$100,000",Unsigned,
40,1194,PHI,,Tommy McCarthy,3B,17,/,"HS
                    
                    
                    Allentown HS (NJ)","$100,000",Unsigned,
40,1195,CIN,,J.D. Arrowood,1B,21,/,"CO
                    
                    
                    St. Edward's (TX)","$100,000",Unsigned,
40,1196,MIA,,Matt Foley,C,21,/,"CO
                    
                    
                    Rhode Island","$100,000",-,"$100,000"
40,1197,SD,,Trevor Larnach,OF,18,L / R,"HS
                    
                    
                    College Park HS (CA)","$100,000",Unsigned,
40,1198,TB,,Pikai Duque-Winchester,2B,19,/,"HS
                    
                    
                    Iolani HS (HI)","$100,000",Unsigned,
40,1199,NYM,,Nick Conti,2B,18,/,"HS
                    
                    
                    Dr. Phillips HS (FL)","$100,000",Unsigned,
40,1200,ATL,,John Stewart,3B,18,/,"HS
                    
                    
                    Greenwich Central HS (NY)","$100,000",Unsigned,
40,1201,MIL,,Charles Galiano,C,21,R / R,"CO
                    
                    
                    Fordham","$100,000",-,"$100,000"
40,1202,TOR,,Robert Lucido,C,22,/,"CO
                    
                    
                    Amherst College (MA)","$100,000",-,"$100,000"
40,1203,NYY,,Will Albertson,C,21,/,"CO
                    
                    
                    Catawba College (NC)","$100,000",Unsigned,
40,1204,CLE,,Hunter Parsons,P,18,/,"HS
                    
                    
                    Parkside HS (MD)","$100,000",Unsigned,
40,1205,SEA,,Mike Rojas,C,19,/,"HS
                    
                    
                    Gulf Coast HS (FL)","$100,000",Unsigned,
40,1206,SF,,Woody Edwards,OF,20,/,"JC
                    
                    
                    Gulf Coast State JC (FL)","$100,000",-,"$100,000"
40,1207,PIT,,Daniel Zamora,RP,22,L / L,"CO
                    
                    
                    Stony Brook (NY)","$100,000",-,"$100,000"
40,1208,OAK,,Nick Maton,3B,18,L / R,"HS
                    
                    
                    Glenwood HS (IL)","$100,000",Unsigned,
40,1209,KC,,Ford Proctor,SS,18,L / R,"HS
                    
                    
                    Monsignor Kelly Catholic HS (TX)","$100,000",Unsigned,
40,1210,DET,,Jackson Kowar,SP,18,R / R,"HS
                    
                    
                    Charlotte Christian HS (NC)","$100,000",Unsigned,
40,1211,STL,,Joey Hawkins,SS,22,/,"CO
                    
                    
                    Missouri State","$100,000",-,"$100,000"
40,1212,LAD,,Isaac Anderson,P,21,/,"CO
                    
                    
                    Wichita State (KS)","$100,000","$100,000",
40,1213,BAL,,Mike Costello,RP,23,/,"CO
                    
                    
                    Post","$100,000",-,"$100,000"
40,1214,WSH,,Parker Quinn,1B,19,/,"HS
                    
                    
                    The Benjamin School (FL)","$100,000",Unsigned,
40,1215,LAA,,Jake McDavid,RP,22,/,"CO
                    
                    
                    Oral Roberts (OK)","$100,000",-,"$100,000"
